Stream index,Source Port,stream_size
1634,63303,1695
1635,443,5226
1635,63307,1782
1638,443,5373
1638,63313,1905
1642,443,5335
1642,63320,1700
1643,443,5540
1643,63324,1934
1644,443,5399
1644,63328,1919
1652,443,5386
1652,63339,2012
1687,443,5496
1687,63380,1818
1697,443,5471
1697,63397,1759
1698,443,5446
1698,63401,1921
1704,443,5368
1704,63410,1854
1711,443,5230
1711,63420,1694
1712,443,5554
1712,63424,1816
1714,443,5480
1714,63429,1746
1715,443,5378
1715,63433,1905
1716,443,5490
1716,63437,1874
1717,443,5531
1717,63441,1726
1720,443,5439
1720,63447,1768
1722,443,5503
1722,63452,2025
1723,443,5438
1723,63457,1713
1724,443,5149
1724,63461,1696
1729,443,5395
1729,63469,1844
1730,443,5321
1730,63473,1812
1731,443,5184
1731,63477,1716
1732,443,5366
1732,63481,1864
1733,443,5481
1733,63485,1824
1736,443,5279
1736,63491,1755
1737,443,5324
1737,63495,1731
1740,443,5371
1740,63501,1711
1741,443,5298
1741,63505,1721
1742,443,5550
1742,63509,1820
1743,443,6918
1743,63513,1816
1749,443,5235
1749,63523,1716
1750,443,5487
1750,63527,1798
1751,443,5448
1751,63531,1965
1767,443,5323
1767,63550,1818
1770,443,5278
1770,63556,1847
1773,443,5350
1773,63562,1883
1776,443,5419
1776,63568,1789
1781,443,5455
1781,63576,1800
1782,443,5128
1782,63580,1726
1783,443,5413
1783,63584,1727
1787,443,5165
1787,63591,1757
1788,443,5587
1788,63596,1910
1793,443,5254
1793,63604,1732
1794,443,5338
1794,63609,1748
1795,443,5238
1795,63613,1920
1796,443,5489
1796,63617,1757
1797,443,5399
1797,63621,1792
1798,443,5402
1798,63625,1725
1799,443,5332
1799,63629,1698
1805,443,5323
1805,63638,1979
1806,443,5372
1806,63642,1799
1807,443,5260
1807,63646,1884
1809,443,5458
1809,63651,1896
1815,443,5360
1815,63661,1748
1819,443,5403
1819,63668,1883
1820,443,5357
1820,63672,1738
1821,443,5558
1821,63676,1842
1822,443,5280
1822,63680,1998
1823,443,5618
1823,63684,1972
1827,443,5426
1827,63691,1901
1829,443,5333
1829,63696,1805
1833,443,5314
1833,63703,1680
1837,443,5493
1837,63711,1794
1841,443,5401
1841,63718,1783
1842,443,5270
1842,63722,1790
1843,443,5412
1843,63726,1838
1849,443,5442
1849,63735,1763
1850,443,5413
1850,63739,1868
1851,443,5350
1851,63743,1814
1852,443,5414
1852,63747,1973
1856,443,5431
1856,63754,1874
1858,443,5360
1858,63759,1829
1859,443,5460
1859,63763,1951
1860,443,5221
1860,63767,2012
1861,443,5242
1861,63771,1846
1863,443,5651
1863,63776,1813
1866,443,5387
1866,63783,1739
1867,443,5438
1867,63787,1659
1868,443,5459
1868,63791,1935
1875,443,5536
1875,63801,1792
1876,443,5615
1876,63805,1772
1877,443,5212
1877,63809,1690
1879,443,5266
1879,63814,1813
1882,443,5464
1882,63820,2001
1883,443,5438
1883,63824,1713
1894,443,5477
1894,63838,1834
1899,443,5435
1899,63846,1840
1900,443,5424
1900,63850,1838
1901,443,5612
1901,63854,1769
1902,443,5417
1902,63858,1783
1903,443,5329
1903,63863,1858
1904,443,5239
1904,63867,1810
1905,443,5263
1905,63871,1738
1906,443,5461
1906,63875,1872
1916,443,5540
1916,63888,1921
1918,443,5170
1918,63896,1733
1920,443,5294
1920,63901,1751
1921,443,5345
1921,63905,1835
1922,443,5238
1922,63909,1790
1928,443,5382
1928,63918,1794
1929,443,5309
1929,63922,1877
1930,443,5221
1930,63926,1832
1937,443,5218
1937,63936,1806
1938,443,5217
1938,63940,1805
1939,443,5537
1939,63944,1994
1940,443,5299
1940,63948,1662
1941,443,5296
1941,63952,1808
1942,443,5211
1942,63956,1769
1943,443,5378
1943,63961,1799
1944,443,5372
1944,63965,1786
1945,443,5517
1945,63969,1798
1946,443,5382
1946,63973,1778
1947,443,5462
1947,63977,1844
1948,443,5382
1948,63981,1821
1949,443,5387
1949,63985,1878
1950,443,5449
1950,63989,1719
1951,443,5219
1951,63993,1710
1952,443,5369
1952,63997,1829
1953,443,5435
1953,64001,1796
1954,443,5287
1954,64005,1737
1955,443,5397
1955,64009,1706
1957,443,5447
1957,64014,1749
1960,443,5429
1960,64020,2130
1963,443,5376
1963,64026,1753
1964,443,5476
1964,64030,1814
1965,443,5395
1965,64035,1867
1966,443,5271
1966,64039,1774
1967,443,5212
1967,64043,1738
1968,443,5403
1968,64047,1727
1969,443,5444
1969,64051,1799
1971,443,5375
1971,64056,1896
1976,443,5337
1976,64064,1845
1980,443,5359
1980,64071,1953
1983,443,5467
1983,64077,1898
1984,443,5427
1984,64081,1750
1985,443,5491
1985,64085,1873
1994,443,5372
1994,64098,1789
1996,443,5402
1996,64103,1726
2001,443,5491
2001,64111,1796
2002,443,5357
2002,64115,1814
2006,443,5239
2006,64122,1881
2008,443,5452
2008,64127,1788
2009,443,5519
2009,64132,1746
2013,443,5393
2013,64139,1937
2019,443,5205
2019,64148,1763
2020,443,5189
2020,64152,1766
2021,443,5290
2021,64156,1779
2024,443,5411
2024,64162,1848
2025,443,5392
2025,64166,1791
2026,443,5298
2026,64170,1771
2029,443,5215
2029,64176,1743
2030,443,5327
2030,64180,1776
2031,443,5422
2031,64184,1798
2032,443,5378
2032,64188,1804
2033,443,5168
2033,64192,1938
2034,443,5400
2034,64196,1693
2037,443,5455
2037,64202,1725
2038,443,5517
2038,64206,2007
2039,443,5404
2039,64210,1821
2040,443,5471
2040,64214,2178
2041,443,5267
2041,64219,1709
2042,443,5249
2042,64223,1670
2043,443,5937
2043,64227,1802
2055,443,5426
2055,64242,1780
2056,443,5438
2056,64246,1874
2057,443,5464
2057,64250,1833
2058,443,5263
2058,64254,1832
2059,443,5291
2059,64258,1767
2060,443,5234
2060,64262,1797
2061,443,5510
2061,64266,1735
2062,443,5421
2062,64270,1858
2063,443,5566
2063,64274,1725
2066,443,5350
2066,64280,1797
2068,443,5439
2068,64285,1785
2071,443,5551
2071,64292,1979
2072,443,5443
2072,64296,1858
2075,443,6039
2075,64302,1806
2076,443,5143
2076,64306,1715
2077,443,5455
2077,64310,2023
2078,443,5286
2078,64314,1964
2080,443,5423
2080,64319,1832
2084,443,5191
2084,64326,1709
2087,443,5397
2087,64332,1896
2088,443,5409
2088,64336,1954
2099,443,5394
2099,64350,1933
2102,443,5363
2102,64356,1832
2103,443,5279
2103,64360,1692
2104,443,5352
2104,64364,1713
2105,443,5352
2105,64368,1855
2107,443,5297
2107,64374,1784
2108,443,5240
2108,64378,1678
2111,443,5433
2111,64384,1762
2113,443,5439
2113,64389,1852
2114,443,5113
2114,64393,1757
2115,443,5430
2115,64397,1749
2116,443,5358
2116,64401,1812
2118,443,5450
2118,64406,1789
2120,443,5348
2120,64411,1853
2123,443,5416
2123,64417,1790
2126,443,5336
2126,64423,1710
2136,443,5296
2136,64437,1845
2137,443,5288
2137,64441,1773
2138,443,5270
2138,64445,1763
2139,443,5776
2139,64449,2132
2145,443,5412
2145,64458,1960
2148,443,5227
2148,64464,1782
2150,443,5476
2150,64469,1828
2154,443,5337
2154,64477,1765
2155,443,5408
2155,64481,1853
2156,443,5513
2156,64485,1929
2165,443,5334
2165,64497,1759
2166,443,5244
2166,64501,1812
2167,443,5230
2167,64505,1727
2170,443,5517
2170,64511,1797
2178,443,5359
2178,64522,1792
2179,443,5183
2179,64526,1759
2180,443,5367
2180,64530,1867
2181,443,5380
2181,64534,1811
2184,443,5298
2184,64541,1723
2185,443,5419
2185,64545,1880
2190,443,5480
2190,64553,1732
2191,443,5441
2191,64557,1796
2192,443,5360
2192,64561,1852
2198,443,5377
2198,64570,1780
2199,443,5453
2199,64574,1768
2202,443,5413
2202,64580,1870
2203,443,5321
2203,64584,1886
2204,443,5344
2204,64588,1838
2205,443,5415
2205,64593,1973
2209,443,5275
2209,64600,1799
2216,443,5289
2216,64610,1738
2217,443,5545
2217,64614,1750
2218,443,5560
2218,64618,1817
2221,443,4707
2221,64624,2009
2229,443,5199
2229,64635,1736
2230,443,5414
2230,64639,1811
2233,443,5589
2233,64645,2054
2234,443,5200
2234,64650,1792
2235,443,4852
2235,64654,1821
2236,443,5357
2236,64658,1961
2237,443,5209
2237,64662,1669
2238,443,5204
2238,64666,1737
2239,443,5478
2239,64670,1800
2240,443,5647
2240,64674,1732
2241,443,5345
2241,64678,1784
2242,443,5495
2242,64682,1860
2251,443,5348
2251,64694,1874
2252,443,5502
2252,64698,1681
2253,443,5323
2253,64702,1778
2254,443,5273
2254,64706,1741
2261,443,5295
2261,64717,1739
2266,443,5418
2266,64725,1844
2268,443,5238
2268,64730,2046
2269,443,5421
2269,64734,1778
2270,443,5412
2270,64738,1917
2271,443,5393
2271,64742,1762
2273,443,5329
2273,64747,1732
2274,443,5390
2274,64751,1835
2275,443,5280
2275,64755,1668
2278,443,6018
2278,64761,2188
2279,443,5334
2279,64765,1853
2280,443,5453
2280,64769,1842
2281,443,5662
2281,64773,2074
2282,443,5332
2282,64777,1755
2286,443,5413
2286,64784,1762
2287,443,5481
2287,64788,1995
2289,443,5366
2289,64794,1861
2293,443,5358
2293,64801,1772
2294,443,5244
2294,64805,1820
2299,443,5232
2299,64813,1811
2302,443,5212
2302,64819,1786
2305,443,5366
2305,64825,1938
2306,443,5347
2306,64829,1919
2307,443,5281
2307,64833,1765
2308,443,5179
2308,64837,1791
2309,443,5455
2309,64841,1845
2313,443,5234
2313,64848,1751
2314,443,5328
2314,64852,1808
2317,443,5244
2317,64858,1852
2318,443,5233
2318,64862,1814
2319,443,5448
2319,64866,2013
2320,443,5213
2320,64870,1696
2321,443,5186
2321,64874,1736
2322,443,5450
2322,64879,1849
2323,443,5505
2323,64883,1870
2330,443,5334
2330,64893,1827
2331,443,5203
2331,64897,1862
2332,443,5252
2332,64901,1730
2333,443,5548
2333,64905,1877
2337,443,5510
2337,64912,1858
2338,443,5512
2338,64916,1775
2339,443,5212
2339,64920,1929
2340,443,5500
2340,64924,1880
2342,443,5441
2342,64929,1932
2343,443,4866
2343,64933,2051
2344,443,5505
2344,64937,1884
2345,443,5638
2345,64942,1907
2346,443,5507
2346,64946,1902
2347,443,5329
2347,64950,1692
2352,443,5185
2352,64958,1747
2360,443,5372
2360,64969,1813
2361,443,5339
2361,64973,1813
2362,443,5322
2362,64977,1851
2363,443,5443
2363,64981,1917
2364,443,5328
2364,64985,1729
2365,443,5295
2365,64989,2062
2371,443,5351
2371,64998,1801
2372,443,5557
2372,65002,1797
2378,443,5350
2378,65013,1891
2379,443,5645
2379,65017,1904
2380,443,5359
2380,65021,1717
2381,443,5392
2381,65025,1902
2382,443,5510
2382,65029,1854
2383,443,5543
2383,65033,1894
2384,443,5291
2384,65037,1764
2385,443,5364
2385,65041,1859
2386,443,5347
2386,65045,1760
2387,443,5625
2387,65050,1780
2388,443,5434
2388,65054,1825
2389,443,5404
2389,65058,2064
2396,443,5366
2396,65068,1814
2400,443,5138
2400,65075,1730
2402,443,5481
2402,65080,1823
2404,443,5279
2404,65085,1761
2405,443,5201
2405,65089,1724
2406,443,5313
2406,65093,1738
2409,443,5531
2409,65100,1812
2412,443,5421
2412,65106,1773
2414,443,5507
2414,65111,1856
2415,443,5458
2415,65115,1758
2417,443,5492
2417,65120,1809
2421,443,5328
2421,65128,1719
2422,443,5324
2422,65132,1793
2428,443,5335
2428,65141,1711
2432,443,5383
